Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp,category
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:10,ORFN,24,RDV,9286,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:11,ORFN,24,RDV,10350,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:12,ORFN,24,RDV,34932,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:13,ORFN,24,RDV,756,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:14,ORFN,24,RDV,7765,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:15,ORFN,24,RDV,1710,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:16,ORFN,24,RDV,12136,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:17,ORFN,24,RDV,116589,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:18,ORFN,24,RDV,126740,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:19,ORFN,24,RDV,1298,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:20,ORFN,24,RDV,6374,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:21,ORFN,24,RDV,4097,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:22,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:23,ORFN,24,RDV,7064,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:24,ORFN,24,RDV,3034,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:25,ORFN,24,RDV,9051,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:26,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:27,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:28,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:29,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:30,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:31,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:32,ORFN,24,RDV,89,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:33,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:01,gRNA,24,RDV,5083.114763532448,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:02,gRNA,24,RDV,4102.970715766025,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:03,gRNA,24,RDV,5100.947224795275,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:04,gRNA,24,RDV,20755.945162847485,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:05,gRNA,24,RDV,17400.2878962004,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:06,gRNA,24,RDV,5771.483366153814,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:07,gRNA,24,RDV,3492.8255538994586,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:08,gRNA,24,RDV,4733.284771671011,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:09,gRNA,24,RDV,12542.810285915968,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:10,gRNA,24,RDV,25546.603265686015,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:11,gRNA,24,RDV,17151.1101781109,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:12,gRNA,24,RDV,25709.351240968277,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:13,gRNA,24,RDV,5684.167214443379,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:14,gRNA,24,RDV,22023.37172755135,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:15,gRNA,24,RDV,6498.878921585775,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:16,gRNA,24,RDV,4721.270821516375,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:17,gRNA,24,RDV,62272.69407208965,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:18,gRNA,24,RDV,81351.040860507,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:19,gRNA,24,RDV,5462.666475891782,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:20,gRNA,24,RDV,12199.270696703985,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:21,gRNA,24,RDV,23867.037640470495,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:22,gRNA,24,RDV,8914.931603252631,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:23,gRNA,24,RDV,13737.107326776477,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:24,gRNA,24,RDV,15787.06273371677,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:25,gRNA,24,RDV,31270.598231387914,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:26,gRNA,24,RDV,1460.0969156340032,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:27,gRNA,24,RDV,7033.931834987947,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:28,gRNA,24,RDV,11663.290906860659,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:29,gRNA,24,RDV,6946.2186859803505,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:30,gRNA,24,RDV,2712.0088030229276,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:31,gRNA,24,RDV,2798.116668866672,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:32,gRNA,24,RDV,4134.132356613877,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00003.tif:33,gRNA,24,RDV,1048.86584616736,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:01,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:02,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:03,ORFN,24,RDV,1006,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:04,ORFN,24,RDV,1711,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:05,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:06,ORFN,24,RDV,1409,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:07,ORFN,24,RDV,287734,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:08,ORFN,24,RDV,2222,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:09,ORFN,24,RDV,8416,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:10,ORFN,24,RDV,25481,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:11,ORFN,24,RDV,358432,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:12,ORFN,24,RDV,1962,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:13,ORFN,24,RDV,2681,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:14,ORFN,24,RDV,4825,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:15,ORFN,24,RDV,6133,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:16,ORFN,24,RDV,1394,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:17,ORFN,24,RDV,1634,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:01,gRNA,24,RDV,2000.4630462233877,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:02,gRNA,24,RDV,2842.4213963256666,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:03,gRNA,24,RDV,1586.8808876878609,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:04,gRNA,24,RDV,11950.578872601473,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:05,gRNA,24,RDV,3444.3898148024373,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:06,gRNA,24,RDV,22115.6543300078,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:07,gRNA,24,RDV,114577.39710703719,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:08,gRNA,24,RDV,14931.207325607193,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:09,gRNA,24,RDV,37913.65140958442,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:10,gRNA,24,RDV,39719.10544112562,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:11,gRNA,24,RDV,210277.6340327459,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:12,gRNA,24,RDV,14505.339128960193,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:13,gRNA,24,RDV,20434.23621281145,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:14,gRNA,24,RDV,27681.852477207052,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:15,gRNA,24,RDV,2272.9770804288482,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:16,gRNA,24,RDV,2244.345308499615,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00004.tif:17,gRNA,24,RDV,5468.5372316383855,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:01,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:02,ORFN,24,RDV,85025,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:03,ORFN,24,RDV,74499,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:04,ORFN,24,RDV,81460,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:05,ORFN,24,RDV,20109,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:06,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:07,ORFN,24,RDV,4161884,0,0,0,R2,High
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:08,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:09,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:10,ORFN,24,RDV,12300,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:11,ORFN,24,RDV,1228,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:12,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:13,ORFN,24,RDV,139,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:14,ORFN,24,RDV,4679,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:15,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:16,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:17,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:18,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:19,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:20,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:21,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:22,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:01,gRNA,24,RDV,5436.70725794099,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:02,gRNA,24,RDV,43704.6623906417,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:03,gRNA,24,RDV,17974.409263999205,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:04,gRNA,24,RDV,50660.052328533355,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:05,gRNA,24,RDV,18360.068962786805,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:06,gRNA,24,RDV,22987.61066814655,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:07,gRNA,24,RDV,1571521.1315414922,0,0,0,R2,High
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:08,gRNA,24,RDV,7113.049128314561,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:09,gRNA,24,RDV,8922.11033325943,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:10,gRNA,24,RDV,30977.21925415388,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:11,gRNA,24,RDV,3035.52117899853,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:12,gRNA,24,RDV,30302.61373390202,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:13,gRNA,24,RDV,7154.406981679893,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:14,gRNA,24,RDV,44853.66517705632,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:15,gRNA,24,RDV,2490.6543021650823,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:16,gRNA,24,RDV,22341.547112876484,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:17,gRNA,24,RDV,28826.363060615506,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:18,gRNA,24,RDV,1348.4924742476783,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:19,gRNA,24,RDV,22217.586188586363,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:20,gRNA,24,RDV,2028.904505082373,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:21,gRNA,24,RDV,1913.347696647994,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005.tif:22,gRNA,24,RDV,770.0108917083019,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:01,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:02,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:03,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:04,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:05,ORFN,24,RDV,136,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:06,ORFN,24,RDV,135566,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:07,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:08,ORFN,24,RDV,127044,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:09,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:10,ORFN,24,RDV,3772,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:11,ORFN,24,RDV,401243,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:12,ORFN,24,RDV,102393,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:13,ORFN,24,RDV,22273,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:14,ORFN,24,RDV,159446,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:15,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:01,gRNA,24,RDV,5595.937399761057,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:02,gRNA,24,RDV,21500.873736311823,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:03,gRNA,24,RDV,12395.18140122305,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:04,gRNA,24,RDV,3600.867960839205,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:05,gRNA,24,RDV,20945.7196456059,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:06,gRNA,24,RDV,76117.70379596524,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:07,gRNA,24,RDV,625.1333754216874,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:08,gRNA,24,RDV,110319.99521697054,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:09,gRNA,24,RDV,3920.2373849627756,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:10,gRNA,24,RDV,32864.103842471675,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:11,gRNA,24,RDV,218796.07499260257,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:12,gRNA,24,RDV,44435.87921895987,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:13,gRNA,24,RDV,33945.86882274778,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:14,gRNA,24,RDV,51137.59002485609,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00006.tif:15,gRNA,24,RDV,2914.507542747345,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:01,ORFN,24,RDV,113273,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:02,ORFN,24,RDV,28900,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:03,ORFN,24,RDV,18810,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:04,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:05,ORFN,24,RDV,8779,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:06,ORFN,24,RDV,15589,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:07,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:08,ORFN,24,RDV,184601,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:09,ORFN,24,RDV,6944,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:10,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:11,ORFN,24,RDV,6794,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:12,ORFN,24,RDV,316195,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:13,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:14,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:15,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:01,gRNA,24,RDV,23447.34222454185,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:02,gRNA,24,RDV,11284.467840312094,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:03,gRNA,24,RDV,14369.435718124158,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:04,gRNA,24,RDV,11130.390008416969,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:05,gRNA,24,RDV,2132.055665667971,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:06,gRNA,24,RDV,26366.115730041463,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:07,gRNA,24,RDV,16808.325398933855,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:08,gRNA,24,RDV,40963.33000275448,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:09,gRNA,24,RDV,22773.66201580221,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:10,gRNA,24,RDV,15697.454491097697,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:11,gRNA,24,RDV,26787.24184850022,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:12,gRNA,24,RDV,188703.69423089104,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:13,gRNA,24,RDV,7044.7871645476425,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:14,gRNA,24,RDV,14652.183293864828,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00007.tif:15,gRNA,24,RDV,13930.727764855437,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:01,ORFN,24,RDV,42610,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:02,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:03,ORFN,24,RDV,1546415,0,0,0,R2,High
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:04,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:05,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:06,ORFN,24,RDV,82078,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:07,ORFN,24,RDV,1015032,0,0,0,R2,High
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:08,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:09,ORFN,24,RDV,3648,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:10,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:11,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:12,ORFN,24,RDV,17964,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:13,ORFN,24,RDV,802,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:14,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:15,ORFN,24,RDV,1,0,0,0,R2,Low
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:01,gRNA,24,RDV,22197.15692057502,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:02,gRNA,24,RDV,15607.263539149271,0,0,0,R2,Mid
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:03,gRNA,24,RDV,533676.2884646564,0,0,0,R2,High
CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008.tif:04,gRNA,24,RDV,20950.74548428657,0,0,0,R2,Mid
