Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp
CoV-FISH-01D_R2_04h_RDV_00015__results_cell_2.npz,ORFN,4,RDV,561,30,1,531,R8
CoV-FISH-01D_R2_04h_RDV_00015__results_cell_3.npz,ORFN,4,RDV,30,30,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00015__results_cell_4.npz,ORFN,4,RDV,32,32,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00015__results_cell_5.npz,ORFN,4,RDV,23,23,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00015__results_cell_6.npz,ORFN,4,RDV,66,66,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00015__results_cell_7.npz,ORFN,4,RDV,15,15,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00015__results_cell_8.npz,ORFN,4,RDV,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_0.npz,ORFN,4,Untreated,25,25,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_1.npz,ORFN,4,Untreated,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_2.npz,ORFN,4,Untreated,19,19,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_3.npz,ORFN,4,Untreated,113,26,1,87,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_4.npz,ORFN,4,Untreated,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_5.npz,ORFN,4,Untreated,19,19,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_6.npz,ORFN,4,Untreated,277,82,13,15,R8
CoV-FISH-01D_R2_04h_INF_00014__results_cell_7.npz,ORFN,4,Untreated,141,69,5,14.4,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_0.npz,gRNA,4,RDV,17,17,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_1.npz,gRNA,4,RDV,7,7,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_2.npz,gRNA,4,RDV,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_3.npz,gRNA,4,RDV,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_4.npz,gRNA,4,RDV,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_5.npz,gRNA,4,RDV,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_6.npz,gRNA,4,RDV,25,25,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_0.npz,gRNA,4,Untreated,2,2,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_1.npz,gRNA,4,Untreated,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_2.npz,gRNA,4,Untreated,17,17,1,0,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_3.npz,gRNA,4,Untreated,12,12,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_4.npz,gRNA,4,Untreated,17,17,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_5.npz,gRNA,4,Untreated,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_6.npz,gRNA,4,Untreated,21,18,1,3,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_7.npz,gRNA,4,Untreated,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_8.npz,gRNA,4,Untreated,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_0.npz,ORFN,4,RDV,30,28,1,2,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_1.npz,ORFN,4,RDV,38,11,1,27,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_2.npz,ORFN,4,RDV,9,9,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_3.npz,ORFN,4,RDV,65,21,1,44,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_4.npz,ORFN,4,RDV,19,19,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_5.npz,ORFN,4,RDV,107,20,3,29,R8
CoV-FISH-01D_R2_04h_RDV_00016__results_cell_6.npz,ORFN,4,RDV,66,28,1,38,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_0.npz,ORFN,4,Untreated,19,9,1,10,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_1.npz,ORFN,4,Untreated,19,18,1,1,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_2.npz,ORFN,4,Untreated,25,25,1,0,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_3.npz,ORFN,4,Untreated,44,31,2,6.5,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_4.npz,ORFN,4,Untreated,29,29,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_5.npz,ORFN,4,Untreated,28,20,1,8,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_6.npz,ORFN,4,Untreated,51,28,2,11.5,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_7.npz,ORFN,4,Untreated,16,16,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00015__results_cell_8.npz,ORFN,4,Untreated,18,18,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_0.npz,gRNA,4,RDV,9,9,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_1.npz,gRNA,4,RDV,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_2.npz,gRNA,4,RDV,2,2,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_3.npz,gRNA,4,RDV,16,16,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_4.npz,gRNA,4,RDV,30,19,1,11,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_5.npz,gRNA,4,RDV,31,31,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_0.npz,gRNA,4,Untreated,2,2,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_1.npz,gRNA,4,Untreated,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_2.npz,gRNA,4,Untreated,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_3.npz,gRNA,4,Untreated,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_4.npz,gRNA,4,Untreated,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_5.npz,gRNA,4,Untreated,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_6.npz,gRNA,4,Untreated,35,32,2,1.5,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_7.npz,gRNA,4,Untreated,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_8.npz,gRNA,4,Untreated,10,10,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_9.npz,gRNA,4,Untreated,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_0.npz,ORFN,4,RDV,26,26,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_1.npz,ORFN,4,RDV,9,9,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_2.npz,ORFN,4,RDV,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_3.npz,ORFN,4,RDV,99,22,2,38.5,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_4.npz,ORFN,4,RDV,77,46,4,7.75,R8
CoV-FISH-01D_R2_04h_RDV_00017__results_cell_5.npz,ORFN,4,RDV,212,163,6,8.166666666666666,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_0.npz,ORFN,4,Untreated,9,9,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_1.npz,ORFN,4,Untreated,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_2.npz,ORFN,4,Untreated,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_3.npz,ORFN,4,Untreated,37,14,1,23,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_4.npz,ORFN,4,Untreated,13,13,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_5.npz,ORFN,4,Untreated,38,11,1,27,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_6.npz,ORFN,4,Untreated,66,43,2,11.5,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_7.npz,ORFN,4,Untreated,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_8.npz,ORFN,4,Untreated,33,19,2,7,R8
CoV-FISH-01D_R2_04h_INF_00016__results_cell_9.npz,ORFN,4,Untreated,18,15,1,3,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_0.npz,gRNA,4,RDV,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_1.npz,gRNA,4,RDV,9,9,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_2.npz,gRNA,4,RDV,15,15,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_3.npz,gRNA,4,RDV,12,12,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_4.npz,gRNA,4,RDV,1,1,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_5.npz,gRNA,4,RDV,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_6.npz,gRNA,4,RDV,1,1,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_7.npz,gRNA,4,RDV,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_8.npz,gRNA,4,RDV,1,1,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_9.npz,gRNA,4,RDV,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_0.npz,gRNA,4,Untreated,7,7,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_1.npz,gRNA,4,Untreated,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_2.npz,gRNA,4,Untreated,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_3.npz,gRNA,4,Untreated,18,18,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_4.npz,gRNA,4,Untreated,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_5.npz,gRNA,4,Untreated,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_6.npz,gRNA,4,Untreated,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_7.npz,gRNA,4,Untreated,12,12,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_8.npz,gRNA,4,Untreated,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_9.npz,gRNA,4,Untreated,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_10.npz,gRNA,4,Untreated,2,2,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_11.npz,gRNA,4,Untreated,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_0.npz,ORFN,4,RDV,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_1.npz,ORFN,4,RDV,15,15,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_2.npz,ORFN,4,RDV,33,28,2,2.5,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_3.npz,ORFN,4,RDV,13,13,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_4.npz,ORFN,4,RDV,7,7,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_5.npz,ORFN,4,RDV,7,7,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_6.npz,ORFN,4,RDV,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_7.npz,ORFN,4,RDV,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_8.npz,ORFN,4,RDV,17,13,1,4,R8
CoV-FISH-01D_R2_04h_RDV_00018__results_cell_9.npz,ORFN,4,RDV,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_0.npz,ORFN,4,Untreated,16,16,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_1.npz,ORFN,4,Untreated,84,29,5,11,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_2.npz,ORFN,4,Untreated,19,19,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_3.npz,ORFN,4,Untreated,25,19,1,6,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_4.npz,ORFN,4,Untreated,156,39,6,19.5,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_5.npz,ORFN,4,Untreated,14,14,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_6.npz,ORFN,4,Untreated,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_7.npz,ORFN,4,Untreated,17,17,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_8.npz,ORFN,4,Untreated,25,11,1,14,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_9.npz,ORFN,4,Untreated,26,23,1,3,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_10.npz,ORFN,4,Untreated,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00017__results_cell_11.npz,ORFN,4,Untreated,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_0.npz,gRNA,4,RDV,11,11,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_1.npz,gRNA,4,RDV,13,13,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_2.npz,gRNA,4,RDV,24,24,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_3.npz,gRNA,4,RDV,43,37,3,2,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_4.npz,gRNA,4,RDV,20,20,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_5.npz,gRNA,4,RDV,18,18,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_6.npz,gRNA,4,RDV,58,51,2,3.5,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_7.npz,gRNA,4,RDV,25,25,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_8.npz,gRNA,4,RDV,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_9.npz,gRNA,4,RDV,3,3,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_0.npz,gRNA,4,Untreated,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_1.npz,gRNA,4,Untreated,15,15,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_2.npz,gRNA,4,Untreated,7,4,2,1.5,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_3.npz,gRNA,4,Untreated,13,5,1,8,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_4.npz,gRNA,4,Untreated,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_5.npz,gRNA,4,Untreated,7,7,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_0.npz,ORFN,4,RDV,19,19,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_1.npz,ORFN,4,RDV,56,24,1,32,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_2.npz,ORFN,4,RDV,36,32,1,4,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_3.npz,ORFN,4,RDV,50,50,1,0,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_4.npz,ORFN,4,RDV,66,32,1,34,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_5.npz,ORFN,4,RDV,22,22,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_6.npz,ORFN,4,RDV,682,385,12,24.75,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_7.npz,ORFN,4,RDV,27,27,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_8.npz,ORFN,4,RDV,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00019__results_cell_9.npz,ORFN,4,RDV,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_0.npz,ORFN,4,Untreated,78,30,3,16,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_1.npz,ORFN,4,Untreated,38,24,1,14,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_2.npz,ORFN,4,Untreated,7,7,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_3.npz,ORFN,4,Untreated,39,27,1,12,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_4.npz,ORFN,4,Untreated,39,17,1,22,R8
CoV-FISH-01D_R2_04h_INF_00018__results_cell_5.npz,ORFN,4,Untreated,41,20,1,21,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_0.npz,gRNA,4,RDV,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_1.npz,gRNA,4,RDV,30,27,1,3,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_2.npz,gRNA,4,RDV,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_3.npz,gRNA,4,RDV,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_4.npz,gRNA,4,RDV,21,16,1,5,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_5.npz,gRNA,4,RDV,19,19,1,0,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_6.npz,gRNA,4,RDV,21,21,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_7.npz,gRNA,4,RDV,28,19,2,4.5,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_8.npz,gRNA,4,RDV,19,19,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_9.npz,gRNA,4,RDV,23,17,1,6,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_10.npz,gRNA,4,RDV,25,25,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_0.npz,gRNA,4,Untreated,20,20,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_1.npz,gRNA,4,Untreated,10,10,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_2.npz,gRNA,4,Untreated,2,2,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_3.npz,gRNA,4,Untreated,6,6,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_4.npz,gRNA,4,Untreated,9,9,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_5.npz,gRNA,4,Untreated,5,5,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_6.npz,gRNA,4,Untreated,1,1,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_7.npz,gRNA,4,Untreated,4,4,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_8.npz,gRNA,4,Untreated,11,11,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_9.npz,gRNA,4,Untreated,25,25,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_10.npz,gRNA,4,Untreated,1,1,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_0.npz,ORFN,4,RDV,7,7,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_1.npz,ORFN,4,RDV,53,37,2,8,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_2.npz,ORFN,4,RDV,9,9,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_3.npz,ORFN,4,RDV,0,0,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_4.npz,ORFN,4,RDV,17,17,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_5.npz,ORFN,4,RDV,19,19,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_6.npz,ORFN,4,RDV,29,26,1,3,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_7.npz,ORFN,4,RDV,23,15,2,4,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_8.npz,ORFN,4,RDV,43,37,1,6,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_9.npz,ORFN,4,RDV,23,23,0,NA,R8
CoV-FISH-01D_R2_04h_RDV_00020__results_cell_10.npz,ORFN,4,RDV,30,30,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_0.npz,ORFN,4,Untreated,37,37,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_1.npz,ORFN,4,Untreated,12,12,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_2.npz,ORFN,4,Untreated,15,10,1,5,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_3.npz,ORFN,4,Untreated,18,18,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_4.npz,ORFN,4,Untreated,202,38,5,32.8,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_5.npz,ORFN,4,Untreated,121,16,3,35,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_6.npz,ORFN,4,Untreated,25,18,1,7,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_7.npz,ORFN,4,Untreated,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_8.npz,ORFN,4,Untreated,12,12,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_9.npz,ORFN,4,Untreated,653,174,23,20.82608695652174,R8
CoV-FISH-01D_R2_04h_INF_00019__results_cell_10.npz,ORFN,4,Untreated,2,2,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_0.npz,gRNA,4,Untreated,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_1.npz,gRNA,4,Untreated,21,21,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_2.npz,gRNA,4,Untreated,8,8,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_3.npz,gRNA,4,Untreated,18,14,1,4,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_4.npz,gRNA,4,Untreated,41,35,3,2,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_5.npz,gRNA,4,Untreated,11,11,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_0.npz,ORFN,4,Untreated,36,22,1,14,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_1.npz,ORFN,4,Untreated,44,32,2,6,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_2.npz,ORFN,4,Untreated,14,14,0,NA,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_3.npz,ORFN,4,Untreated,48,28,2,10,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_4.npz,ORFN,4,Untreated,77,53,4,6,R8
CoV-FISH-01D_R2_04h_INF_00020__results_cell_5.npz,ORFN,4,Untreated,28,28,0,NA,R8
CoV-FISH-10_Vero_2h_Vic_INF_R1_00018__results_cell_1.npz,ORFN,2,Untreated,996,389,22,27.59090909,R1
CoV-FISH-10_Vero_2h_Vic_INF_R1_00018__results_cell_1.npz,gRNA,2,Untreated,245,150,14,6.785714286,R1
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_3.npz,ORFN,2,Untreated,232,139,5,18.6,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_3.npz,gRNA,2,Untreated,235,179,8,7,R2
CoV-FISH-10_Vero_2h_Vic_INF_R3_00004__results_cell_3.npz,ORFN,2,Untreated,1181,866,18,17.5,R3
CoV-FISH-10_Vero_2h_Vic_INF_R3_00004__results_cell_3.npz,gRNA,2,Untreated,232,178,9,6,R3
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00001__results_cell_6.npz,ORFN,2,RDV,851,434,12,34.75,R1
CoV-FISH-10_Vero_2h_Vic_RDV_R1_00001__results_cell_6.npz,gRNA,2,RDV,195,159,9,4,R1
CoV-FISH-10_Vero_2h_Vic_INF_R3_00007__results_cell_3.npz,ORFN,2,Untreated,350,253,8,12.125,R3
CoV-FISH-10_Vero_2h_Vic_INF_R3_00007__results_cell_3.npz,gRNA,2,Untreated,164,145,2,9.5,R3
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005__results_cell_5.npz,ORFN,2,RDV,150,108,5,8.4,R2
CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005__results_cell_5.npz,gRNA,2,RDV,153,140,3,4.333333333,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00003__results_cell_3.npz,ORFN,2,Untreated,389,209,9,20,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00003__results_cell_3.npz,gRNA,2,Untreated,138,108,3,10,R2
CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001__results_cell_1.npz,ORFN,2,RDV,361,237,8,15.5,R3
CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001__results_cell_1.npz,gRNA,2,RDV,133,118,4,3.75,R3
CoV-FISH-10_Vero_2h_Vic_INF_R2_00009__results_cell_3.npz,ORFN,2,Untreated,83,69,2,7,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00009__results_cell_3.npz,gRNA,2,Untreated,120,59,5,12.2,R2
CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002__results_cell_4.npz,ORFN,2,RDV,186,128,5,11.6,R3
CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002__results_cell_4.npz,gRNA,2,RDV,119,92,4,6.75,R3
CoV-FISH-10_Vero_2h_Vic_INF_R2_00009__results_cell_4.npz,ORFN,2,Untreated,200,126,4,18.5,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00009__results_cell_4.npz,gRNA,2,Untreated,116,66,3,16.66666667,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_6.npz,ORFN,2,Untreated,188,131,4,14.25,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00007__results_cell_6.npz,gRNA,2,Untreated,114,66,3,16,R2
CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003__results_cell_1.npz,ORFN,2,RDV,198,150,3,16,R3
CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003__results_cell_1.npz,gRNA,2,RDV,110,102,2,4,R3
CoV-FISH-10_Vero_2h_Vic_INF_R2_00003__results_cell_1.npz,ORFN,2,Untreated,345,165,7,25.71428571,R2
CoV-FISH-10_Vero_2h_Vic_INF_R2_00003__results_cell_1.npz,gRNA,2,Untreated,108,71,4,9.25,R2
CoV-FISH-10_Vero_2h_Vic_INF_R1_00006__results_cell_1.npz,ORFN,2,Untreated,779,303,14,34,R1
CoV-FISH-10_Vero_2h_Vic_INF_R1_00006__results_cell_1.npz,gRNA,2,Untreated,106,91,3,5,R1
