,file_name,ch,strain,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite
6554,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch3_results_cell_2.npz,ORFN,Mock,8,Mock,4,4,0,
6555,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch3_results_cell_3.npz,ORFN,Mock,8,Mock,3,3,0,
6556,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch3_results_cell_4.npz,ORFN,Mock,8,Mock,0,0,0,
6557,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch3_results_cell_5.npz,ORFN,Mock,8,Mock,28,19,1,9.0
6558,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch3_results_cell_6.npz,ORFN,Mock,8,Mock,2,2,0,
6559,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch3_results_cell_7.npz,ORFN,Mock,8,Mock,2,2,0,
6560,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_0.npz,gRNA,Mock,8,Mock,1,1,0,
6561,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_1.npz,gRNA,Mock,8,Mock,1,1,0,
6562,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_2.npz,gRNA,Mock,8,Mock,1,1,0,
6563,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_3.npz,gRNA,Mock,8,Mock,0,0,0,
6564,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_4.npz,gRNA,Mock,8,Mock,2,2,0,
6565,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_5.npz,gRNA,Mock,8,Mock,0,0,0,
6566,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_6.npz,gRNA,Mock,8,Mock,0,0,0,
6567,CoV-FISH-10_Vero_8h_MOCK_R3_00003_ch4_results_cell_7.npz,gRNA,Mock,8,Mock,1,1,0,
6568,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_0.npz,ORFN,Mock,8,Mock,4,4,0,
6569,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_1.npz,ORFN,Mock,8,Mock,0,0,0,
6570,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_2.npz,ORFN,Mock,8,Mock,2,2,0,
6571,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_3.npz,ORFN,Mock,8,Mock,1,1,0,
6572,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_4.npz,ORFN,Mock,8,Mock,13,9,1,4.0
6573,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_5.npz,ORFN,Mock,8,Mock,3,3,0,
6574,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_6.npz,ORFN,Mock,8,Mock,5,5,0,
6575,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_7.npz,ORFN,Mock,8,Mock,1,1,0,
6576,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_8.npz,ORFN,Mock,8,Mock,2,2,0,
6577,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_0.npz,gRNA,Mock,8,Mock,0,0,0,
6578,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_1.npz,gRNA,Mock,8,Mock,0,0,0,
6579,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_2.npz,gRNA,Mock,8,Mock,21,21,0,
6580,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_3.npz,gRNA,Mock,8,Mock,0,0,0,
6581,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_4.npz,gRNA,Mock,8,Mock,2,2,0,
6582,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_5.npz,gRNA,Mock,8,Mock,0,0,0,
6583,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_6.npz,gRNA,Mock,8,Mock,0,0,0,
6584,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_7.npz,gRNA,Mock,8,Mock,0,0,0,
6585,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch4_results_cell_8.npz,gRNA,Mock,8,Mock,1,1,0,
6586,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_0.npz,ORFN,Mock,8,Mock,0,0,0,
6587,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_1.npz,ORFN,Mock,8,Mock,0,0,0,
6588,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_2.npz,ORFN,Mock,8,Mock,3,3,0,
6589,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_3.npz,ORFN,Mock,8,Mock,2,2,0,
6590,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_4.npz,ORFN,Mock,8,Mock,0,0,0,
6591,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_5.npz,ORFN,Mock,8,Mock,1,1,0,
6592,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_6.npz,ORFN,Mock,8,Mock,2,2,0,
6593,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_7.npz,ORFN,Mock,8,Mock,2,2,0,
6594,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_8.npz,ORFN,Mock,8,Mock,3,3,0,
6595,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_0.npz,gRNA,Mock,8,Mock,0,0,0,
6596,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_1.npz,gRNA,Mock,8,Mock,0,0,0,
6597,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_2.npz,gRNA,Mock,8,Mock,0,0,0,
6598,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_3.npz,gRNA,Mock,8,Mock,0,0,0,
6599,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_4.npz,gRNA,Mock,8,Mock,1,1,0,
6600,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_5.npz,gRNA,Mock,8,Mock,2,2,0,
6601,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_6.npz,gRNA,Mock,8,Mock,1,1,0,
6602,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_7.npz,gRNA,Mock,8,Mock,0,0,0,
6603,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch4_results_cell_8.npz,gRNA,Mock,8,Mock,0,0,0,
6604,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,3,3,0,
6605,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,3,3,0,
6606,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,6,6,0,
6607,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,3022,2638,63,6.095238095238095
6608,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,1204,1135,10,6.9
6609,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6610,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,0,0,0,
6611,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,1,1,0,
6612,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,88,84,1,4.0
6613,CoV-FISH-10_Vero_8h_Vic_INF_R1_00001_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,30,26,1,4.0
6614,CoV-FISH-10_Vero_8h_Vic_INF_R1_00002_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,1,1,0,
6615,CoV-FISH-10_Vero_8h_Vic_INF_R1_00002_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,186,173,3,4.333333333333333
6616,CoV-FISH-10_Vero_8h_Vic_INF_R1_00002_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,16,12,1,4.0
6617,CoV-FISH-10_Vero_8h_Vic_INF_R1_00002_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6618,CoV-FISH-10_Vero_8h_Vic_INF_R1_00002_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,12,12,0,
6619,CoV-FISH-10_Vero_8h_Vic_INF_R1_00002_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,1,1,0,
6620,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,2242,2024,24,9.083333333333334
6621,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,1951,1723,26,8.76923076923077
6622,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,4,4,0,
6623,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,3,3,0,
6624,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,1,1,0,
6625,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,20,16,1,4.0
6626,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,202,149,11,4.818181818181818
6627,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_7.npz,ORFN,Victoria,8,Untreated,15,15,0,
6628,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_8.npz,ORFN,Victoria,8,Untreated,5,5,0,
6629,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_9.npz,ORFN,Victoria,8,Untreated,0,0,0,
6630,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,107,97,1,10.0
6631,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,116,103,3,4.333333333333333
6632,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,1,1,0,
6633,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,1,1,0,
6634,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,0,0,0,
6635,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,4,4,0,
6636,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,48,48,0,
6637,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_7.npz,gRNA,Victoria,8,Untreated,0,0,0,
6638,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_8.npz,gRNA,Victoria,8,Untreated,0,0,0,
6639,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch4_results_cell_9.npz,gRNA,Victoria,8,Untreated,0,0,0,
6640,CoV-FISH-10_Vero_8h_Vic_INF_R1_00004_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,3258,3112,21,6.9523809523809526
6641,CoV-FISH-10_Vero_8h_Vic_INF_R1_00004_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,149,137,3,4.0
6642,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,43,35,2,4.0
6643,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,39,34,1,5.0
6644,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,4,4,0,
6645,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,7,7,0,
6646,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,50,35,2,7.5
6647,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,0,0,0,
6648,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,83,64,3,6.333333333333333
6649,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_7.npz,ORFN,Victoria,8,Untreated,41,34,1,7.0
6650,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_8.npz,ORFN,Victoria,8,Untreated,3571,3121,63,7.142857142857143
6651,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6652,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,3,3,0,
6653,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,1,1,0,
6654,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,1,1,0,
6655,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,7,7,0,
6656,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,0,0,0,
6657,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,9,9,0,
6658,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_7.npz,gRNA,Victoria,8,Untreated,7,7,0,
6659,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch4_results_cell_8.npz,gRNA,Victoria,8,Untreated,204,175,6,4.833333333333333
6660,CoV-FISH-10_Vero_8h_Vic_INF_R1_00006_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,8,8,0,
6661,CoV-FISH-10_Vero_8h_Vic_INF_R1_00006_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,23,23,0,
6662,CoV-FISH-10_Vero_8h_Vic_INF_R1_00006_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,63,48,2,7.5
6663,CoV-FISH-10_Vero_8h_Vic_INF_R1_00006_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6664,CoV-FISH-10_Vero_8h_Vic_INF_R1_00006_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,4,4,0,
6665,CoV-FISH-10_Vero_8h_Vic_INF_R1_00006_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,16,11,1,5.0
6666,CoV-FISH-10_Vero_8h_Vic_INF_R1_00007_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,3340,3069,37,7.324324324324325
6667,CoV-FISH-10_Vero_8h_Vic_INF_R1_00007_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,94,94,0,
6668,CoV-FISH-10_Vero_8h_Vic_INF_R1_00007_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,259,240,4,4.75
6669,CoV-FISH-10_Vero_8h_Vic_INF_R1_00007_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,0,0,0,
6670,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,37,37,0,
6671,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,2,2,0,
6672,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,17,17,0,
6673,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,7194,6158,146,7.095890410958904
6674,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6675,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,0,0,0,
6676,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,4,4,0,
6677,CoV-FISH-10_Vero_8h_Vic_INF_R1_00008_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,304,265,8,4.875
6678,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,6671,5186,213,6.971830985915493
6679,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,495,495,0,
6680,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,46,46,0,
6681,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,35,31,1,4.0
6682,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,436,394,7,6.0
6683,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,3,3,0,
6684,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,0,0,0,
6685,CoV-FISH-10_Vero_8h_Vic_INF_R1_00009_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,6,6,0,
6686,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,474,422,5,10.4
6687,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,13,13,0,
6688,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,49,49,0,
6689,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,40,40,0,
6690,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,7877,7091,129,6.093023255813954
6691,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,10,10,0,
6692,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,94,78,4,4.0
6693,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,37,29,1,8.0
6694,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,1,1,0,
6695,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,10,10,0,
6696,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,3,3,0,
6697,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,471,451,4,5.0
6698,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,1,1,0,
6699,CoV-FISH-10_Vero_8h_Vic_INF_R1_00010_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,9,9,0,
6700,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,1889,1660,27,8.481481481481481
6701,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,3,3,0,
6702,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,3772,3127,103,6.262135922330097
6703,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,1,1,0,
6704,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,1,1,0,
6705,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,0,0,0,
6706,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,89,81,2,4.0
6707,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,0,0,0,
6708,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,288,256,6,5.333333333333333
6709,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,0,0,0,
6710,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,1,1,0,
6711,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,0,0,0,
6712,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,3,3,0,
6713,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,118,90,3,9.333333333333334
6714,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,11,6,1,5.0
6715,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,3,3,0,
6716,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,2,2,0,
6717,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_5.npz,ORFN,Victoria,8,Untreated,6,6,0,
6718,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_6.npz,ORFN,Victoria,8,Untreated,1,1,0,
6719,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_7.npz,ORFN,Victoria,8,Untreated,7766,6777,165,5.993939393939394
6720,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_8.npz,ORFN,Victoria,8,Untreated,5,5,0,
6721,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch3_results_cell_9.npz,ORFN,Victoria,8,Untreated,10,10,0,
6722,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6723,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,31,22,1,9.0
6724,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,1,1,0,
6725,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,0,0,0,
6726,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,0,0,0,
6727,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_5.npz,gRNA,Victoria,8,Untreated,5,5,0,
6728,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_6.npz,gRNA,Victoria,8,Untreated,0,0,0,
6729,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_7.npz,gRNA,Victoria,8,Untreated,403,384,4,4.75
6730,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_8.npz,gRNA,Victoria,8,Untreated,0,0,0,
6731,CoV-FISH-10_Vero_8h_Vic_INF_R1_00012_ch4_results_cell_9.npz,gRNA,Victoria,8,Untreated,0,0,0,
6732,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,2555,2312,30,8.1
6733,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,6931,5798,166,6.825301204819277
6734,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,32,27,1,5.0
6735,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch3_results_cell_3.npz,ORFN,Victoria,8,Untreated,6225,5390,130,6.423076923076923
6736,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch3_results_cell_4.npz,ORFN,Victoria,8,Untreated,3,3,0,
6737,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,103,99,1,4.0
6738,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,301,280,5,4.2
6739,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,2,2,0,
6740,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch4_results_cell_3.npz,gRNA,Victoria,8,Untreated,195,179,3,5.333333333333333
6741,CoV-FISH-10_Vero_8h_Vic_INF_R1_00013_ch4_results_cell_4.npz,gRNA,Victoria,8,Untreated,0,0,0,
6742,CoV-FISH-10_Vero_8h_Vic_INF_R1_00014_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,14,10,1,4.0
6743,CoV-FISH-10_Vero_8h_Vic_INF_R1_00014_ch3_results_cell_1.npz,ORFN,Victoria,8,Untreated,11,11,0,
6744,CoV-FISH-10_Vero_8h_Vic_INF_R1_00014_ch3_results_cell_2.npz,ORFN,Victoria,8,Untreated,4,4,0,
6745,CoV-FISH-10_Vero_8h_Vic_INF_R1_00014_ch4_results_cell_0.npz,gRNA,Victoria,8,Untreated,0,0,0,
6746,CoV-FISH-10_Vero_8h_Vic_INF_R1_00014_ch4_results_cell_1.npz,gRNA,Victoria,8,Untreated,1,1,0,
6747,CoV-FISH-10_Vero_8h_Vic_INF_R1_00014_ch4_results_cell_2.npz,gRNA,Victoria,8,Untreated,1,1,0,
6748,CoV-FISH-10_Vero_8h_Vic_INF_R1_00015_ch3_results_cell_0.npz,ORFN,Victoria,8,Untreated,53,53,0,
