,file_name,strain,time,treatment,ch3_total_vRNAs,ch3_cytosolic_RNAs,ch3_repSites,ch3_mol_per_repSite,ch4_total_vRNAs,ch4_cytosolic_RNAs,ch4_repSites,ch4_mol_per_repSite
6300,CoV-FISH-10_Vero_8h_MOCK_R1_00007_ch3_results_cell_4.npz,None,8,MOCK,0,0,0,,0,0,0,
6302,CoV-FISH-10_Vero_8h_MOCK_R1_00007_ch3_results_cell_6.npz,None,8,MOCK,0,0,0,,0,0,0,
6318,CoV-FISH-10_Vero_8h_MOCK_R1_00008_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6324,CoV-FISH-10_Vero_8h_MOCK_R1_00008_ch3_results_cell_8.npz,None,8,MOCK,0,0,0,,0,0,0,
6334,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6336,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6335,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_10.npz,None,8,MOCK,0,0,0,,0,0,0,
6337,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6338,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_3.npz,None,8,MOCK,0,0,0,,0,0,0,
6340,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_5.npz,None,8,MOCK,0,0,0,,0,0,0,
6341,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_6.npz,None,8,MOCK,0,0,0,,0,0,0,
6342,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_7.npz,None,8,MOCK,0,0,0,,0,0,0,
6343,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_8.npz,None,8,MOCK,0,0,0,,0,0,0,
6344,CoV-FISH-10_Vero_8h_MOCK_R1_00009_ch3_results_cell_9.npz,None,8,MOCK,0,0,0,,0,0,0,
6360,CoV-FISH-10_Vero_8h_MOCK_R1_00010_ch3_results_cell_4.npz,None,8,MOCK,0,0,0,,0,0,0,
6363,CoV-FISH-10_Vero_8h_MOCK_R1_00010_ch3_results_cell_7.npz,None,8,MOCK,0,0,0,,0,0,0,
6364,CoV-FISH-10_Vero_8h_MOCK_R1_00010_ch3_results_cell_8.npz,None,8,MOCK,0,0,0,,0,0,0,
6375,CoV-FISH-10_Vero_8h_MOCK_R1_00011_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6376,CoV-FISH-10_Vero_8h_MOCK_R1_00011_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6378,CoV-FISH-10_Vero_8h_MOCK_R1_00011_ch3_results_cell_4.npz,None,8,MOCK,0,0,0,,0,0,0,
6379,CoV-FISH-10_Vero_8h_MOCK_R1_00011_ch3_results_cell_5.npz,None,8,MOCK,0,0,0,,0,0,0,
6382,CoV-FISH-10_Vero_8h_MOCK_R1_00011_ch3_results_cell_8.npz,None,8,MOCK,0,0,0,,0,0,0,
6383,CoV-FISH-10_Vero_8h_MOCK_R1_00011_ch3_results_cell_9.npz,None,8,MOCK,0,0,0,,0,0,0,
6394,CoV-FISH-10_Vero_8h_MOCK_R1_00012_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6395,CoV-FISH-10_Vero_8h_MOCK_R1_00012_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6396,CoV-FISH-10_Vero_8h_MOCK_R1_00012_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6397,CoV-FISH-10_Vero_8h_MOCK_R1_00012_ch3_results_cell_3.npz,None,8,MOCK,0,0,0,,0,0,0,
6400,CoV-FISH-10_Vero_8h_MOCK_R1_00012_ch3_results_cell_6.npz,None,8,MOCK,0,0,0,,0,0,0,
6410,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6413,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6411,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_10.npz,None,8,MOCK,0,0,0,,0,0,0,
6414,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6416,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_4.npz,None,8,MOCK,0,0,0,,0,0,0,
6417,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_5.npz,None,8,MOCK,0,0,0,,0,0,0,
6418,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_6.npz,None,8,MOCK,0,0,0,,0,0,0,
6419,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_7.npz,None,8,MOCK,0,0,0,,0,0,0,
6420,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_8.npz,None,8,MOCK,0,0,0,,0,0,0,
6421,CoV-FISH-10_Vero_8h_MOCK_R1_00013_ch3_results_cell_9.npz,None,8,MOCK,0,0,0,,0,0,0,
6434,CoV-FISH-10_Vero_8h_MOCK_R1_00014_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6435,CoV-FISH-10_Vero_8h_MOCK_R1_00014_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6436,CoV-FISH-10_Vero_8h_MOCK_R1_00014_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6437,CoV-FISH-10_Vero_8h_MOCK_R1_00014_ch3_results_cell_3.npz,None,8,MOCK,0,0,0,,0,0,0,
6439,CoV-FISH-10_Vero_8h_MOCK_R1_00014_ch3_results_cell_5.npz,None,8,MOCK,0,0,0,,0,0,0,
6440,CoV-FISH-10_Vero_8h_MOCK_R1_00014_ch3_results_cell_6.npz,None,8,MOCK,0,0,0,,0,0,0,
6448,CoV-FISH-10_Vero_8h_MOCK_R1_00015_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6449,CoV-FISH-10_Vero_8h_MOCK_R1_00015_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6450,CoV-FISH-10_Vero_8h_MOCK_R1_00015_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6451,CoV-FISH-10_Vero_8h_MOCK_R1_00015_ch3_results_cell_3.npz,None,8,MOCK,0,0,0,,0,0,0,
6452,CoV-FISH-10_Vero_8h_MOCK_R1_00015_ch3_results_cell_4.npz,None,8,MOCK,0,0,0,,0,0,0,
6453,CoV-FISH-10_Vero_8h_MOCK_R1_00015_ch3_results_cell_5.npz,None,8,MOCK,0,0,0,,0,0,0,
6454,CoV-FISH-10_Vero_8h_MOCK_R1_00015_ch3_results_cell_6.npz,None,8,MOCK,0,0,0,,0,0,0,
6462,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6464,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6463,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_10.npz,None,8,MOCK,0,0,0,,0,0,0,
6465,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_2.npz,None,8,MOCK,0,0,0,,0,0,0,
6466,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_3.npz,None,8,MOCK,0,0,0,,0,0,0,
6467,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_4.npz,None,8,MOCK,0,0,0,,0,0,0,
6469,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_6.npz,None,8,MOCK,0,0,0,,0,0,0,
6470,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_7.npz,None,8,MOCK,0,0,0,,0,0,0,
6471,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_8.npz,None,8,MOCK,0,0,0,,0,0,0,
6472,CoV-FISH-10_Vero_8h_MOCK_R1_00016_ch3_results_cell_9.npz,None,8,MOCK,0,0,0,,0,0,0,
6492,CoV-FISH-10_Vero_8h_MOCK_R2_00002_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6493,CoV-FISH-10_Vero_8h_MOCK_R2_00002_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6501,CoV-FISH-10_Vero_8h_MOCK_R2_00004_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6515,CoV-FISH-10_Vero_8h_MOCK_R2_00005_ch3_results_cell_3.npz,None,8,MOCK,0,0,0,,0,0,0,
6516,CoV-FISH-10_Vero_8h_MOCK_R2_00005_ch3_results_cell_4.npz,None,8,MOCK,0,0,0,,0,0,0,
6569,CoV-FISH-10_Vero_8h_MOCK_R3_00004_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6586,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_0.npz,None,8,MOCK,0,0,0,,0,0,0,
6587,CoV-FISH-10_Vero_8h_MOCK_R3_00005_ch3_results_cell_1.npz,None,8,MOCK,0,0,0,,0,0,0,
6629,CoV-FISH-10_Vero_8h_Vic_INF_R1_00003_ch3_results_cell_9.npz,Vic,8,INF,0,0,0,,0,0,0,
6647,CoV-FISH-10_Vero_8h_Vic_INF_R1_00005_ch3_results_cell_5.npz,Vic,8,INF,0,0,0,,0,0,0,
6705,CoV-FISH-10_Vero_8h_Vic_INF_R1_00011_ch3_results_cell_5.npz,Vic,8,INF,0,0,0,,0,0,0,
6774,CoV-FISH-10_Vero_8h_Vic_INF_R1_00019_ch3_results_cell_2.npz,Vic,8,INF,0,0,0,,0,0,0,
6800,CoV-FISH-10_Vero_8h_Vic_INF_R1_00021_ch3_results_cell_0.npz,Vic,8,INF,0,0,0,,0,0,0,
7206,CoV-FISH-10_Vero_8h_Vic_RDV_R1_00006_ch3_results_cell_0.npz,Vic,8,RDV,0,0,0,,0,0,0,
4634,CoV-FISH-10_Vero_24h_Vic_INF_R2_00009_ch3_results_cell_2.npz,Vic,24,INF,920773,15080,669,1353.801196,2540117,19497,1033,2440.096805
4562,CoV-FISH-10_Vero_24h_Vic_INF_R2_00003_ch3_results_cell_2.npz,Vic,24,INF,487590,12277,396,1200.285354,2356475,25465,1174,1985.528109
4579,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_7.npz,Vic,24,INF,956233,8885,487,1945.273101,1987212,13237,535,3689.672897
4677,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_5.npz,Vic,24,INF,59346,3739,94,591.5638298,1935598,16693,898,2136.865256
4647,CoV-FISH-10_Vero_24h_Vic_INF_R2_00010_ch3_results_cell_1.npz,Vic,24,INF,116966,4002,119,949.2773109,1879313,13049,719,2595.638387
4882,CoV-FISH-10_Vero_24h_Vic_INF_R3_00011_ch3_results_cell_2.npz,Vic,24,INF,1139181,14683,559,2011.624329,1867733,17318,661,2799.417549
4618,CoV-FISH-10_Vero_24h_Vic_INF_R2_00007_ch3_results_cell_6.npz,Vic,24,INF,709509,10544,385,1815.493506,1788729,14041,618,2871.66343
4892,CoV-FISH-10_Vero_24h_Vic_INF_R3_00012_ch3_results_cell_4.npz,Vic,24,INF,323292,13542,471,657.6433121,1764398,25083,1122,1550.191622
4768,CoV-FISH-10_Vero_24h_Vic_INF_R3_00003_ch3_results_cell_2.npz,Vic,24,INF,1142741,12046,687,1645.84425,1635145,13506,682,2377.769795
4616,CoV-FISH-10_Vero_24h_Vic_INF_R2_00007_ch3_results_cell_4.npz,Vic,24,INF,732986,13190,569,1265.019332,1331335,15473,637,2065.717425
4564,CoV-FISH-10_Vero_24h_Vic_INF_R2_00003_ch3_results_cell_4.npz,Vic,24,INF,504852,9187,378,1311.283069,1306008,10876,463,2797.261339
4538,CoV-FISH-10_Vero_24h_Vic_INF_R2_00001_ch3_results_cell_0.npz,Vic,24,INF,168326,7481,363,443.0991736,1216915,12250,607,1984.621087
4632,CoV-FISH-10_Vero_24h_Vic_INF_R2_00009_ch3_results_cell_0.npz,Vic,24,INF,288395,11355,562,492.9537367,1168598,26464,1192,958.1661074
4659,CoV-FISH-10_Vero_24h_Vic_INF_R2_00011_ch3_results_cell_1.npz,Vic,24,INF,211663,7093,373,548.4450402,1119396,14083,743,1487.635262
4663,CoV-FISH-10_Vero_24h_Vic_INF_R2_00011_ch3_results_cell_5.npz,Vic,24,INF,411713,7434,323,1251.637771,1107329,11224,465,2357.215054
4577,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_5.npz,Vic,24,INF,521908,9956,465,1100.972043,1074038,10060,550,1934.505455
4725,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_3.npz,Vic,24,INF,279604,6251,333,820.8798799,1063543,9222,424,2486.606132
4578,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_6.npz,Vic,24,INF,365853,5492,284,1268.876761,1047826,7613,458,2271.207424
4724,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_2.npz,Vic,24,INF,332900,6456,356,916.9775281,1036719,10536,490,2094.25102
4615,CoV-FISH-10_Vero_24h_Vic_INF_R2_00007_ch3_results_cell_3.npz,Vic,24,INF,328171,7311,279,1150.035842,1033644,9747,451,2270.281596
4710,CoV-FISH-10_Vero_24h_Vic_INF_R2_00014_ch3_results_cell_2.npz,Vic,24,INF,404600,10067,341,1156.98827,968527,16693,517,1841.071567
4697,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_9.npz,Vic,24,INF,73058,3291,117,596.2991453,962942,7335,328,2913.435976
4637,CoV-FISH-10_Vero_24h_Vic_INF_R2_00009_ch3_results_cell_5.npz,Vic,24,INF,412686,3855,204,2004.073529,955737,5900,277,3429.01444
4633,CoV-FISH-10_Vero_24h_Vic_INF_R2_00009_ch3_results_cell_1.npz,Vic,24,INF,381458,7887,361,1034.822715,928878,11078,535,1715.514019
4726,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_4.npz,Vic,24,INF,543432,3840,242,2229.719008,880779,4399,271,3233.874539
4650,CoV-FISH-10_Vero_24h_Vic_INF_R2_00010_ch3_results_cell_4.npz,Vic,24,INF,154197,4872,178,838.9044944,853872,7145,366,2313.461749
4709,CoV-FISH-10_Vero_24h_Vic_INF_R2_00014_ch3_results_cell_1.npz,Vic,24,INF,335854,7392,321,1023.246106,852582,14003,770,1089.063636
4614,CoV-FISH-10_Vero_24h_Vic_INF_R2_00007_ch3_results_cell_2.npz,Vic,24,INF,287739,8296,227,1231.026432,701667,10926,532,1298.385338
4728,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_6.npz,Vic,24,INF,322258,3085,118,2704.855932,699208,3927,194,3583.92268
4635,CoV-FISH-10_Vero_24h_Vic_INF_R2_00009_ch3_results_cell_3.npz,Vic,24,INF,367106,4550,207,1751.478261,681512,8554,176,3823.625
4561,CoV-FISH-10_Vero_24h_Vic_INF_R2_00003_ch3_results_cell_1.npz,Vic,24,INF,273729,8634,245,1082.020408,646984,10322,349,1824.246418
4711,CoV-FISH-10_Vero_24h_Vic_INF_R2_00014_ch3_results_cell_3.npz,Vic,24,INF,473062,9334,561,826.6096257,645387,11043,441,1438.421769
4780,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_2.npz,Vic,24,INF,278613,10405,463,579.2829374,595047,13625,741,784.6450742
4678,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_6.npz,Vic,24,INF,192750,5424,283,661.9293286,584513,7088,216,2673.263889
4743,CoV-FISH-10_Vero_24h_Vic_INF_R3_00001_ch3_results_cell_5.npz,Vic,24,INF,274683,4649,220,1227.427273,574375,5646,313,1817.025559
4758,CoV-FISH-10_Vero_24h_Vic_INF_R3_00002_ch3_results_cell_6.npz,Vic,24,INF,33481,3755,176,168.8977273,573417,9029,544,1037.477941
4738,CoV-FISH-10_Vero_24h_Vic_INF_R3_00001_ch3_results_cell_0.npz,Vic,24,INF,170731,8428,488,332.5881148,519864,10696,683,745.4875549
4541,CoV-FISH-10_Vero_24h_Vic_INF_R2_00001_ch3_results_cell_3.npz,Vic,24,INF,79536,8668,89,796.2696629,461177,8120,188,2409.87766
4551,CoV-FISH-10_Vero_24h_Vic_INF_R2_00002_ch3_results_cell_1.npz,Vic,24,INF,321776,4874,261,1214.183908,443852,8191,258,1688.608527
4910,CoV-FISH-10_Vero_24h_Vic_INF_R3_00014_ch3_results_cell_4.npz,Vic,24,INF,27718,6902,44,473.0909091,436508,10630,343,1241.626822
4560,CoV-FISH-10_Vero_24h_Vic_INF_R2_00003_ch3_results_cell_0.npz,Vic,24,INF,194991,6902,302,622.8112583,426856,10114,443,940.7268623
4612,CoV-FISH-10_Vero_24h_Vic_INF_R2_00007_ch3_results_cell_0.npz,Vic,24,INF,288224,10664,350,793.0285714,421763,10908,458,897.0633188
4554,CoV-FISH-10_Vero_24h_Vic_INF_R2_00002_ch3_results_cell_4.npz,Vic,24,INF,94028,4626,156,573.0897436,415577,7454,519,786.3641618
4675,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_3.npz,Vic,24,INF,98451,4658,163,575.4171779,411977,10109,434,925.9631336
4696,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_8.npz,Vic,24,INF,67469,1836,83,790.7590361,403447,4096,243,1643.419753
4674,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_2.npz,Vic,24,INF,40133,3182,52,710.5961538,400781,6344,232,1700.159483
4862,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_0.npz,Vic,24,INF,117665,4837,226,499.2389381,396461,5313,281,1391.985765
4690,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_2.npz,Vic,24,INF,276273,7158,368,731.2907609,393920,9746,566,678.7526502
4689,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_1.npz,Vic,24,INF,129044,5056,111,1117.009009,388351,4216,131,2932.328244
4782,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_4.npz,Vic,24,INF,216103,7940,244,853.1270492,368812,8563,287,1255.222997
4552,CoV-FISH-10_Vero_24h_Vic_INF_R2_00002_ch3_results_cell_2.npz,Vic,24,INF,110831,5167,242,436.6280992,347733,7474,453,751.1236203
4863,CoV-FISH-10_Vero_24h_Vic_INF_R3_00010_ch3_results_cell_1.npz,Vic,24,INF,78006,7783,307,228.7394137,344784,13468,570,581.2561404
4891,CoV-FISH-10_Vero_24h_Vic_INF_R3_00012_ch3_results_cell_3.npz,Vic,24,INF,127697,5557,267,457.4531835,342290,8050,397,841.9143577
4908,CoV-FISH-10_Vero_24h_Vic_INF_R3_00014_ch3_results_cell_2.npz,Vic,24,INF,130693,6223,283,439.8233216,317711,9597,434,709.9400922
4827,CoV-FISH-10_Vero_24h_Vic_INF_R3_00007_ch3_results_cell_1.npz,Vic,24,INF,124024,9678,278,411.3165468,305250,11500,438,670.6621005
4593,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_5.npz,Vic,24,INF,50085,4795,179,253.0167598,290331,9976,478,586.5167364
4836,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_2.npz,Vic,24,INF,176208,6069,329,517.1398176,289301,6021,379,747.4406332
4739,CoV-FISH-10_Vero_24h_Vic_INF_R3_00001_ch3_results_cell_1.npz,Vic,24,INF,202621,6826,137,1429.160584,285071,6171,232,1202.155172
4837,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_3.npz,Vic,24,INF,180795,5947,195,896.6564103,281514,8089,352,776.7755682
4881,CoV-FISH-10_Vero_24h_Vic_INF_R3_00011_ch3_results_cell_1.npz,Vic,24,INF,358593,11281,350,992.32,256514,8680,204,1214.872549
4638,CoV-FISH-10_Vero_24h_Vic_INF_R2_00009_ch3_results_cell_6.npz,Vic,24,INF,184111,2507,75,2421.386667,241101,2548,62,3847.629032
4708,CoV-FISH-10_Vero_24h_Vic_INF_R2_00014_ch3_results_cell_0.npz,Vic,24,INF,115043,6976,156,692.7371795,234268,11273,235,948.9148936
4722,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_0.npz,Vic,24,INF,377137,8592,328,1123.612805,209457,8177,439,458.4965831
4693,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_5.npz,Vic,24,INF,9248,871,29,288.862069,190414,3597,171,1092.497076
4889,CoV-FISH-10_Vero_24h_Vic_INF_R3_00012_ch3_results_cell_1.npz,Vic,24,INF,56329,5805,182,277.6043956,152050,13444,480,288.7625
4572,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_0.npz,Vic,24,INF,105640,5899,308,323.8344156,149567,6362,303,472.6237624
4890,CoV-FISH-10_Vero_24h_Vic_INF_R3_00012_ch3_results_cell_2.npz,Vic,24,INF,32600,6136,80,330.8,146747,5858,168,838.625
4817,CoV-FISH-10_Vero_24h_Vic_INF_R3_00006_ch3_results_cell_1.npz,Vic,24,INF,73292,4864,288,237.5972222,129541,5776,314,394.156051
4919,CoV-FISH-10_Vero_24h_Vic_INF_R3_00015_ch3_results_cell_1.npz,Vic,24,INF,35355,5745,234,126.5384615,127030,10880,479,242.4843424
4880,CoV-FISH-10_Vero_24h_Vic_INF_R3_00011_ch3_results_cell_0.npz,Vic,24,INF,287999,5266,198,1427.944444,108376,5596,330,311.4545455
4907,CoV-FISH-10_Vero_24h_Vic_INF_R3_00014_ch3_results_cell_1.npz,Vic,24,INF,82190,5182,164,469.5609756,101878,5956,168,570.9642857
4906,CoV-FISH-10_Vero_24h_Vic_INF_R3_00014_ch3_results_cell_0.npz,Vic,24,INF,36156,4562,186,169.8602151,89329,7144,329,249.8024316
4712,CoV-FISH-10_Vero_24h_Vic_INF_R2_00014_ch3_results_cell_4.npz,Vic,24,INF,48358,871,42,1130.642857,89300,1210,47,1874.255319
4695,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_7.npz,Vic,24,INF,2942,613,5,465.8,87192,1367,33,2600.757576
4662,CoV-FISH-10_Vero_24h_Vic_INF_R2_00011_ch3_results_cell_4.npz,Vic,24,INF,52804,1292,52,990.6153846,85856,1138,29,2921.310345
5066,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00001_ch3_results_cell_0.npz,Vic,24,RDV,229487,18821,647,325.6043277,82225,11007,371,191.9622642
4589,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_1.npz,Vic,24,INF,79611,7363,261,276.8122605,81208,6934,330,225.0727273
4984,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00005_ch3_results_cell_2.npz,Vic,24,RDV,268629,20137,705,352.470922,78273,11136,360,186.4916667
4626,CoV-FISH-10_Vero_24h_Vic_INF_R2_00008_ch3_results_cell_0.npz,Vic,24,INF,8842,1273,38,199.1842105,75498,1669,51,1447.627451
4740,CoV-FISH-10_Vero_24h_Vic_INF_R3_00001_ch3_results_cell_2.npz,Vic,24,INF,25827,4504,18,1184.611111,72652,1095,26,2752.192308
4606,CoV-FISH-10_Vero_24h_Vic_INF_R2_00006_ch3_results_cell_2.npz,Vic,24,INF,112810,6420,328,324.3597561,72524,12396,264,227.7575758
4883,CoV-FISH-10_Vero_24h_Vic_INF_R3_00011_ch3_results_cell_3.npz,Vic,24,INF,25644,1672,25,958.88,66665,952,18,3650.722222
5094,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00004_ch3_results_cell_2.npz,Vic,24,RDV,123920,11010,459,245.9912854,52624,5497,270,174.5444444
4801,CoV-FISH-10_Vero_24h_Vic_INF_R3_00005_ch3_results_cell_5.npz,Vic,24,INF,3570,706,23,124.5217391,50463,1495,76,644.3157895
4660,CoV-FISH-10_Vero_24h_Vic_INF_R2_00011_ch3_results_cell_2.npz,Vic,24,INF,18157,3403,10,1475.4,48445,943,16,2968.875
4672,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_0.npz,Vic,24,INF,25567,4980,39,527.8717949,48412,1201,26,1815.807692
4636,CoV-FISH-10_Vero_24h_Vic_INF_R2_00009_ch3_results_cell_4.npz,Vic,24,INF,39819,1317,19,2026.421053,47757,968,13,3599.153846
4816,CoV-FISH-10_Vero_24h_Vic_INF_R3_00006_ch3_results_cell_0.npz,Vic,24,INF,53474,5529,99,484.2929293,46516,2748,84,521.047619
4727,CoV-FISH-10_Vero_24h_Vic_INF_R2_00015_ch3_results_cell_5.npz,Vic,24,INF,51148,1630,39,1269.692308,46437,1536,16,2806.3125
4779,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_1.npz,Vic,24,INF,48611,4124,138,322.3695652,46065,4055,46,913.2608696
4688,CoV-FISH-10_Vero_24h_Vic_INF_R2_00013_ch3_results_cell_0.npz,Vic,24,INF,73435,2434,77,922.0909091,44070,3614,221,183.0588235
5175,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00010_ch3_results_cell_1.npz,Vic,24,RDV,126897,8849,446,264.6816143,39632,7738,217,146.9769585
4590,CoV-FISH-10_Vero_24h_Vic_INF_R2_00005_ch3_results_cell_2.npz,Vic,24,INF,11279,2364,42,212.2619048,30540,1829,55,522.0181818
4550,CoV-FISH-10_Vero_24h_Vic_INF_R2_00002_ch3_results_cell_0.npz,Vic,24,INF,4175,293,4,970.5,30383,512,13,2297.769231
4553,CoV-FISH-10_Vero_24h_Vic_INF_R2_00002_ch3_results_cell_3.npz,Vic,24,INF,5001,904,7,585.2857143,28768,758,12,2334.166667
5020,CoV-FISH-10_Vero_24h_Vic_RDV_R2_00008_ch3_results_cell_0.npz,Vic,24,RDV,143007,12508,493,264.703854,27818,5255,195,115.7076923
4573,CoV-FISH-10_Vero_24h_Vic_INF_R2_00004_ch3_results_cell_1.npz,Vic,24,INF,24628,2154,13,1728.769231,27695,573,10,2712.2
4834,CoV-FISH-10_Vero_24h_Vic_INF_R3_00008_ch3_results_cell_0.npz,Vic,24,INF,25189,2762,84,266.9880952,24826,2720,88,251.2045455
4628,CoV-FISH-10_Vero_24h_Vic_INF_R2_00008_ch3_results_cell_2.npz,Vic,24,INF,3593,1101,7,356,24432,2153,18,1237.722222
4673,CoV-FISH-10_Vero_24h_Vic_INF_R2_00012_ch3_results_cell_1.npz,Vic,24,INF,12305,1007,24,470.75,21811,1136,36,574.3055556
4778,CoV-FISH-10_Vero_24h_Vic_INF_R3_00004_ch3_results_cell_0.npz,Vic,24,INF,11565,692,17,639.5882353,21588,966,18,1145.666667
4855,CoV-FISH-10_Vero_24h_Vic_INF_R3_00009_ch3_results_cell_3.npz,Vic,24,INF,12975,758,18,678.7222222,21491,719,26,798.9230769
4742,CoV-FISH-10_Vero_24h_Vic_INF_R3_00001_ch3_results_cell_4.npz,Vic,24,INF,3769,1181,4,647,18698,851,7,2549.571429
5136,CoV-FISH-10_Vero_24h_Vic_RDV_R3_00007_ch3_results_cell_0.npz,Vic,24,RDV,120644,7572,465,243.1655914,18619,4124,150,96.63333333
